 787. ארבעים               (276 occurrences)
 788. עומד                 (275 occurrences)
 789. לשון                 (275 occurrences)
 790. האב                  (275 occurrences)
 791. ויום                 (274 occurrences)
 792. דמר                  (273 occurrences)
 793. אחת.                 (273 occurrences)
 794. עקיבא,               (273 occurrences)
 795. פלוני                (273 occurrences)
 796. תורה,                (272 occurrences)
 797. אתיא                 (272 occurrences)
 798. אזל                  (272 occurrences)
 799. אמורים               (272 occurrences)
 800. וחזר                 (272 occurrences)
 801. מנה                  (271 occurrences)
 802. הכפורים              (271 occurrences)
 803. חוב                  (271 occurrences)
 804. חולין                (270 occurrences)
 805. ראשונה               (269 occurrences)
 806. איהו                 (269 occurrences)
 807. אינן                 (269 occurrences)
 808. מלא                  (269 occurrences)
 809. לדברי                (269 occurrences)
 810. חיה                  (269 occurrences)
 811. והיא                 (268 occurrences)
 812. ודלמא                (268 occurrences)
 813. רבי,                 (266 occurrences)
 814. מהכא:                (266 occurrences)
 815. הניחא                (266 occurrences)
 816. סברי:                (266 occurrences)
 817. בשעה                 (265 occurrences)
 818. ששת                  (265 occurrences)
 819. עבדי                 (265 occurrences)
 820. עליו.                (264 occurrences)
 821. שבא                  (263 occurrences)
 822. כבר                  (263 occurrences)
 823. קטנה                 (263 occurrences)
 824. אשמעינן              (263 occurrences)
 825. לפניו                (262 occurrences)
 826. עולא:                (262 occurrences)
 827. רבנן.                (262 occurrences)
 828. אתם                  (261 occurrences)
 829. דקאמר                (261 occurrences)
 830. אבא:                 (261 occurrences)
 831. איניש                (261 occurrences)
 832. גובה                 (261 occurrences)
 833. שאול                 (260 occurrences)
 834. א"ל                  (260 occurrences)
 835. לדבר                 (259 occurrences)
 836. להביא                (259 occurrences)
 837. יהושע:               (259 occurrences)
 838. נותנין               (259 occurrences)
 839. אמר,                 (258 occurrences)
 840. ספר                  (258 occurrences)
 841. מלאכה                (258 occurrences)
 842. שמעון,               (258 occurrences)
 843. לא;                  (258 occurrences)
 844. דאורייתא             (257 occurrences)
 845. שניהם                (257 occurrences)
 846. שלח                  (257 occurrences)
 847. דנין                 (257 occurrences)
 848. טמאה                 (257 occurrences)
 849. חכם                  (256 occurrences)
 850. ארץ                  (256 occurrences)
 851. זוזי                 (256 occurrences)
 852. ״ולא                 (255 occurrences)
 853. ובלבד                (255 occurrences)
 854. הנאה                 (255 occurrences)
 855. טרפה                 (254 occurrences)
 856. ואינה                (253 occurrences)
 857. כשר                  (253 occurrences)
 858. איתמר:               (252 occurrences)
 859. אלהים                (251 occurrences)
 860. לאדם                 (251 occurrences)
 861. ניחא                 (251 occurrences)
 862. תיבעי                (251 occurrences)
 863. בימי                 (250 occurrences)
 864. כהנא:                (249 occurrences)
 865. קסבר:                (249 occurrences)
 866. תאמר                 (249 occurrences)
 867. שכל                  (248 occurrences)
 868. איבעית               (248 occurrences)
 869. כלום.                (248 occurrences)
 870. כלום                 (248 occurrences)
 871. ורבא                 (248 occurrences)
 872. מתנה                 (248 occurrences)
 873. דרש                  (248 occurrences)
 874. בשבת.                (247 occurrences)
 875. שעה                  (246 occurrences)
 876. אחרינא               (246 occurrences)
 877. בינייהו              (246 occurrences)
 878. לרבנן                (245 occurrences)
 879. לישנא                (245 occurrences)
 880. דידיה                (245 occurrences)
 881. עשו                  (244 occurrences)
 882. שאר                  (244 occurrences)
 883. ידע                  (243 occurrences)
 884. מני?                 (243 occurrences)
 885. יחיד                 (243 occurrences)
 886. כלל                  (243 occurrences)
 887. בתורה                (241 occurrences)
 888. ישמעאל:              (241 occurrences)
 889. לי,                  (241 occurrences)
 890. דומיא                (241 occurrences)
 891. קדש                  (241 occurrences)
 892. והן                  (241 occurrences)
 893. לחם                  (240 occurrences)
 894. פרה                  (240 occurrences)
 895. להן:                 (240 occurrences)
 896. למימרא               (239 occurrences)
 897. בעית                 (238 occurrences)
 898. מברך                 (238 occurrences)
 899. לי:                  (238 occurrences)
 900. שמה                  (238 occurrences)
 901. מערב                 (238 occurrences)
 902. סימן                 (237 occurrences)
 903. אבין                 (237 occurrences)
 904. דבעי                 (237 occurrences)
 905. אביי,                (237 occurrences)
 906. ברכה                 (237 occurrences)
 907. וגו׳״,               (237 occurrences)
 908. חמור                 (236 occurrences)
 909. באחד                 (236 occurrences)
 910. בזה                  (236 occurrences)
 911. אוכלין               (236 occurrences)
 912. ״ויאמר               (235 occurrences)
 913. דאפילו               (235 occurrences)
 914. שאמרו                (234 occurrences)
 915. מסייע                (234 occurrences)
 916. ואילו                (234 occurrences)
 917. ימי                  (234 occurrences)
 918. מאות                 (234 occurrences)
 919. מין                  (234 occurrences)
 920. מעתה,                (234 occurrences)
 921. כשרה                 (234 occurrences)
 922. עליהם                (233 occurrences)
 923. אידך:                (233 occurrences)
 924. כלים                 (233 occurrences)
 925. שמעון:               (233 occurrences)
 926. עיר                  (232 occurrences)
 927. לשום                 (232 occurrences)
 928. מעלה                 (231 occurrences)
 929. מותר,                (231 occurrences)
 930. בעלה                 (230 occurrences)
 931. לכם                  (230 occurrences)
 932. שתהא                 (230 occurrences)
 933. יעשה                 (230 occurrences)
 934. אמרן                 (229 occurrences)
 935. וכיון                (229 occurrences)
 936. תלמיד                (229 occurrences)
 937. הכי?                 (229 occurrences)
 938. אחיו                 (229 occurrences)
 939. רבו                  (228 occurrences)
 940. המקדש                (228 occurrences)
 941. לן?                  (228 occurrences)
 942. אהרן                 (228 occurrences)
 943. ערב                  (227 occurrences)
 944. להו,                 (227 occurrences)
 945. תימא:                (227 occurrences)
 946. מתני                 (227 occurrences)
 947. מקדש                 (227 occurrences)
 948. שנים,                (227 occurrences)
 949. ״ויהי                (226 occurrences)
 950. כשר.                 (226 occurrences)
 951. שטר                  (225 occurrences)
 952. דקתני:               (225 occurrences)
 953. עולא                 (225 occurrences)
 954. אסורה                (225 occurrences)
 955. דהאי                 (224 occurrences)
 956. בנים                 (224 occurrences)
 957. מנחת                 (224 occurrences)
 958. דומה                 (224 occurrences)
 959. אב                   (224 occurrences)
 960. מביאין               (224 occurrences)
 961. קאי                  (223 occurrences)
 962. שמים                 (223 occurrences)
 963. יוסי,                (223 occurrences)
 964. שלו                  (223 occurrences)
 965. קול                  (222 occurrences)
 966. שלמים                (222 occurrences)
 967. ״אין                 (222 occurrences)
 968. חייא:                (222 occurrences)
 969. ״עד                  (221 occurrences)
 970. והיינו               (221 occurrences)
 971. דריש                 (221 occurrences)
 972. מקצת                 (221 occurrences)
 973. ליכא                 (220 occurrences)
 974. איזהו                (220 occurrences)
 975. ליתן                 (220 occurrences)
 976. ראה                  (220 occurrences)
 977. ושמע                 (220 occurrences)
 978. יאכל                 (220 occurrences)
 979. שאתה                 (219 occurrences)
 980. יהיב                 (219 occurrences)
 981. אבהו                 (219 occurrences)
 982. לה׳                  (219 occurrences)
 983. שרי                  (218 occurrences)
 984. ואומר:               (217 occurrences)
 985. הלך                  (217 occurrences)
 986. וכמה                 (217 occurrences)
 987. ושלא                 (217 occurrences)
 988. דאמרי,               (217 occurrences)
 989. כרת                  (217 occurrences)
 990. סמוך                 (216 occurrences)
 991. בידו                 (216 occurrences)
 992. מיני                 (216 occurrences)
 993. פסול.                (216 occurrences)
 994. עולם,                (215 occurrences)
 995. ויקרא                (215 occurrences)
 996. עליו,                (215 occurrences)
 997. מכר                  (215 occurrences)
 998. אכילה                (214 occurrences)
 999. יום,                 (214 occurrences)
1000. שמעת                 (213 occurrences)
